"","host","virus","presence","suitability"
"1012","Sturnira lilium","Betacoronavirus",0,263.695981836408
"183","Pteropus alecto","Betacoronavirus",1,98.6034405851473
"196","Rhinopoma hardwickii","Betacoronavirus",1,12.9428669436429
"166","Mops condylurus","Betacoronavirus",1,12.3179501395243
"852","Anoura caudifer","Betacoronavirus",0,9.28847479930424
"855","Artibeus cinereus","Betacoronavirus",0,8.62259364445997
"955","Myotis myotis","Betacoronavirus",0,7.33373666218167
"141","Cynopterus horsfieldii","Betacoronavirus",1,5.74574191641815
"160","Hypsugo savii","Betacoronavirus",1,4.89358343145371
"163","Megaloglossus woermanni","Betacoronavirus",1,4.80624901921447
"135","Artibeus obscurus","Betacoronavirus",1,4.04578402141775
"952","Myotis lucifugus","Betacoronavirus",0,4.00831451649441
"154","Hipposideros armiger","Betacoronavirus",1,3.92960238483607
"933","Mormoops megalophylla","Betacoronavirus",0,3.87179343847178
"986","Plecotus auritus","Betacoronavirus",0,3.86609923944743
"935","Murina leucogaster","Betacoronavirus",0,3.01981437689817
"990","Pteropus hypomelanus","Betacoronavirus",0,1.23985985692463
"859","Barbastella barbastellus","Betacoronavirus",0,1.23664577109351
"958","Myotis nigricans","Betacoronavirus",0,1.23358802868313
"201","Taphozous perforatus","Betacoronavirus",1,1.17838012297245
"169","Myotis emarginatus","Betacoronavirus",1,1.17773284194314
"991","Pteropus lylei","Betacoronavirus",0,0.9267842487412
"202","Triaenops persicus","Betacoronavirus",1,0.88932810230824
"988","Pteropus capistratus","Betacoronavirus",0,0.68259696862284
"875","Epomophorus wahlbergi","Betacoronavirus",0,0.513249574197268
"149","Epomophorus labiatus","Betacoronavirus",1,0.499903366609556
"858","Artibeus toltecus","Betacoronavirus",0,0.405229200042476
"185","Pteropus rufus","Betacoronavirus",1,0.39068270735582
"1017","Tadarida teniotis","Betacoronavirus",0,0.36381684938702
"167","Myotis dasycneme","Betacoronavirus",1,0.323176355438175
"989","Pteropus conspicillatus","Betacoronavirus",0,0.288298170957012
"957","Myotis nattereri","Betacoronavirus",0,0.213029846662772
"174","Pipistrellus abramus","Betacoronavirus",1,0.191110121807879
"199","Scotophilus dinganii","Betacoronavirus",1,0.124337997558649
"945","Myotis evotis","Betacoronavirus",0,0.123851284564209
"880","Eptesicus fuscus","Betacoronavirus",0,0.11377775374772
"176","Pipistrellus kuhlii","Betacoronavirus",1,0.112546971835051
"964","Myotis volans","Betacoronavirus",0,0.110544354807281
"200","Scotophilus leucogaster","Betacoronavirus",1,0.108159311765385
"948","Myotis keenii","Betacoronavirus",0,0.0720362409811373
"178","Pipistrellus pipistrellus","Betacoronavirus",1,0.0692925388204302
"940","Myotis brandtii","Betacoronavirus",0,0.0581990747444662
"170","Myotis ricketti","Betacoronavirus",1,0.0485374079753239
"987","Pteropus admiralitatum","Betacoronavirus",0,0.0475481149375565
"193","Rhinolophus rex","Betacoronavirus",1,0.0465105025348949
"168","Myotis daubentonii","Betacoronavirus",1,0.0418584389563779
"157","Hipposideros galeritus","Betacoronavirus",1,0.0410787272845028
"869","Cynomops planirostris","Betacoronavirus",0,0.0348732960199001
"994","Pteropus scapulatus","Betacoronavirus",0,0.0340319432020308
"1001","Rhinolophus rouxii","Betacoronavirus",0,0.0295049687898414
"983","Pipistrellus subflavus","Betacoronavirus",0,0.0294656560614877
"158","Hipposideros pratti","Betacoronavirus",1,0.0281406086670611
"899","Hipposideros pomona","Betacoronavirus",0,0.0256334614694508
"868","Cynomops abrasus","Betacoronavirus",0,0.0244094724658089
"1018","Taphozous melanopogon","Betacoronavirus",0,0.020795844562787
"152","Eptesicus serotinus","Betacoronavirus",1,0.0205755347369323
"947","Myotis horsfieldii","Betacoronavirus",0,0.0199625343497357
"934","Murina aurata","Betacoronavirus",0,0.0169757346721071
"961","Myotis septentrionalis","Betacoronavirus",0,0.0166192934284767
"963","Myotis velifer","Betacoronavirus",0,0.0164794420684837
"189","Rhinolophus creaghi","Betacoronavirus",1,0.0158932840163781
"898","Hipposideros lekaguli","Betacoronavirus",0,0.0142785294052875
"186","Rhinolophus affinis","Betacoronavirus",1,0.0124352263389753
"155","Hipposideros caffer","Betacoronavirus",1,0.0122001725034542
"856","Artibeus fimbriatus","Betacoronavirus",0,0.0117068909088806
"981","Pipistrellus hesperus","Betacoronavirus",0,0.00899691559036085
"954","Myotis macropus","Betacoronavirus",0,0.00883968046286573
"938","Myotis austroriparius","Betacoronavirus",0,0.00865537951594608
"191","Rhinolophus mehelyi","Betacoronavirus",1,0.00770277723157647
"897","Hipposideros larvatus","Betacoronavirus",0,0.00676219423976789
"156","Hipposideros commersoni","Betacoronavirus",1,0.00464310165802363
"953","Myotis macrodactylus","Betacoronavirus",0,0.00432868078589974
"892","Hipposideros bicolor","Betacoronavirus",0,0.0042708755416949
"951","Myotis longipes","Betacoronavirus",0,0.004237992264977
"900","Hipposideros speoris","Betacoronavirus",0,0.00422061235696148
"190","Rhinolophus hipposideros","Betacoronavirus",1,0.00352132766538823
"891","Hipposideros abae","Betacoronavirus",0,0.00334386478658249
"1009","Scotophilus nigrita","Betacoronavirus",0,0.00298769469326972
"972","Nycteris gambiensis","Betacoronavirus",0,0.00296722963173864
"177","Pipistrellus nathusii","Betacoronavirus",1,0.00288260644308526
"939","Myotis blythii","Betacoronavirus",0,0.00274919072452167
"896","Hipposideros lankadiva","Betacoronavirus",0,0.00259213816515858
"187","Rhinolophus clivosus","Betacoronavirus",1,0.00256101080744209
"194","Rhinolophus thomasi","Betacoronavirus",1,0.00188414114149315
"159","Hipposideros ruber","Betacoronavirus",1,0.00155890312039113
"962","Myotis thysanodes","Betacoronavirus",0,0.00142125252864982
"1004","Rhinolophus stheno","Betacoronavirus",0,0.00122391575617373
"1003","Rhinolophus simulator","Betacoronavirus",0,0.00111341049932917
"877","Eptesicus brasiliensis","Betacoronavirus",0,0.00107168124793659
"956","Myotis mystacinus","Betacoronavirus",0,0.00103045932200887
"928","Miniopterus natalensis","Betacoronavirus",0,0.000977140813551482
"950","Myotis levis","Betacoronavirus",0,0.00083509583890149
"965","Myotis yumanensis","Betacoronavirus",0,0.00083489509365942
"941","Myotis californicus","Betacoronavirus",0,0.000834154762440703
"179","Pipistrellus pygmaeus","Betacoronavirus",1,0.00053251501665877
"949","Myotis leibii","Betacoronavirus",0,0.000500583856858629
"878","Eptesicus diminutus","Betacoronavirus",0,0.000444567178593569
"996","Rhinolophus capensis","Betacoronavirus",0,0.000404448048436083
"959","Myotis punicus","Betacoronavirus",0,0.000324056590110314
"1013","Sturnira ludovici","Betacoronavirus",0,0.000287660503078062
"895","Hipposideros gigas","Betacoronavirus",0,0.000261238318642259
"943","Myotis chiloensis","Betacoronavirus",0,0.000254752447901614
"1010","Scotophilus nux","Betacoronavirus",0,0.000229541447295869
"1019","Taphozous theobaldi","Betacoronavirus",0,0.000169919300389166
"944","Myotis davidii","Betacoronavirus",0,0.000156186451784693
"901","Hipposideros vittatus","Betacoronavirus",0,0.000150115017989946
"980","Pipistrellus coromandra","Betacoronavirus",0,0.000129400584894069
"894","Hipposideros diadema","Betacoronavirus",0,9.94935015908867e-05
"960","Myotis riparius","Betacoronavirus",0,8.87872973038056e-05
"926","Miniopterus inflatus","Betacoronavirus",0,6.84753058712782e-05
"192","Rhinolophus monoceros","Betacoronavirus",1,6.06859959172749e-05
"188","Rhinolophus cornutus","Betacoronavirus",1,4.79049329507421e-05
"937","Myotis albescens","Betacoronavirus",0,4.61691386853721e-05
"1000","Rhinolophus megaphyllus","Betacoronavirus",0,4.1056435478374e-05
"929","Miniopterus pusillus","Betacoronavirus",0,4.06256827727608e-05
"998","Rhinolophus eloquens","Betacoronavirus",0,3.72000345270491e-05
"175","Pipistrellus hesperidus","Betacoronavirus",1,3.66477171614997e-05
"927","Miniopterus magnater","Betacoronavirus",0,3.14041268297134e-05
"997","Rhinolophus coelophyllus","Betacoronavirus",0,2.87357558472919e-05
"982","Pipistrellus inexspectatus","Betacoronavirus",0,2.58379849296478e-05
"151","Eptesicus nilssonii","Betacoronavirus",1,2.23727268037754e-05
"1002","Rhinolophus shameli","Betacoronavirus",0,1.86974881228518e-05
"942","Myotis capaccinii","Betacoronavirus",0,1.78140932033108e-05
"893","Hipposideros cineraceus","Betacoronavirus",0,1.67183609592667e-05
"889","Glossophaga morenoi","Betacoronavirus",0,1.44658051260559e-05
"1014","Sturnira tildae","Betacoronavirus",0,1.26100080483689e-05
"925","Miniopterus australis","Betacoronavirus",0,9.65215337096096e-06
"1011","Sturnira erythromos","Betacoronavirus",0,9.11200346015811e-06
"888","Glossophaga longirostris","Betacoronavirus",0,3.38830602937355e-06
"879","Eptesicus furinalis","Betacoronavirus",0,2.68096593279001e-06
"999","Rhinolophus hildebrandtii","Betacoronavirus",0,1.34723925571893e-06
"973","Nycteris nana","Betacoronavirus",0,1.1499767728111e-06
"887","Glossophaga commissarisi","Betacoronavirus",0,6.20898702128102e-07
"908","Lasiurus cinereus","Betacoronavirus",0,5.96806822233858e-07
"907","Lasiurus borealis","Betacoronavirus",0,2.91648645917577e-07
"910","Lasiurus egregius","Betacoronavirus",0,2.51660069003095e-07
"974","Nycteris thebaica","Betacoronavirus",0,1.39099956632388e-07
"204","Vespertilio sinensis","Betacoronavirus",1,3.9715530358124e-08
"171","Neoromicia capensis","Betacoronavirus",1,2.24530259992671e-08
"153","Eumops glaucinus","Betacoronavirus",1,2.00259539662562e-08
"912","Lasiurus seminolus","Betacoronavirus",0,1.95936739769549e-08
"984","Platyrrhinus helleri","Betacoronavirus",0,1.11577973802678e-08
"172","Nyctalus noctula","Betacoronavirus",1,6.40092611732629e-09
"173","Nyctinomops laticaudatus","Betacoronavirus",1,5.85770740087367e-09
"906","Lasiurus blossevillii","Betacoronavirus",0,5.33362463848103e-09
"909","Lasiurus ega","Betacoronavirus",0,4.61325739751504e-09
"911","Lasiurus intermedius","Betacoronavirus",0,1.85933179637068e-09
"968","Natalus tumidirostris","Betacoronavirus",0,1.22490472667352e-09
"882","Eumops auripendulus","Betacoronavirus",0,7.34299604551934e-10
"143","Dobsonia moluccensis","Betacoronavirus",1,4.85644679890733e-10
"913","Lasiurus xanthinus","Betacoronavirus",0,4.1278480731144e-10
"883","Eumops patagonicus","Betacoronavirus",0,3.37638442799016e-10
"874","Dobsonia anderseni","Betacoronavirus",0,2.25472960283158e-10
"985","Platyrrhinus lineatus","Betacoronavirus",0,3.75477687693396e-11
"967","Natalus stramineus","Betacoronavirus",0,3.42607075727444e-11
"971","Nyctalus plancyi","Betacoronavirus",0,2.91492848630867e-11
"970","Nyctalus lasiopterus","Betacoronavirus",0,1.48882105768187e-11
"1026","Vespertilio murinus","Betacoronavirus",0,8.55957005640467e-12
"969","Neoromicia nanus","Betacoronavirus",0,6.55033016429337e-12
"884","Eumops perotis","Betacoronavirus",0,3.32236200467683e-12
"976","Nyctinomops macrotis","Betacoronavirus",0,1.74778814041129e-12
"1024","Vespadelus pumilus","Betacoronavirus",0,1.68046579904981e-18
"1025","Vespadelus regulus","Betacoronavirus",0,9.20478468315882e-19
"1023","Vespadelus baverstocki","Betacoronavirus",0,9.14998346853991e-19
"203","Tylonycteris pachypus","Betacoronavirus",1,5.5482742786491e-26
"864","Chalinolobus gouldii","Betacoronavirus",0,1.61857570330007e-26
"865","Chalinolobus morio","Betacoronavirus",0,6.722525904738e-27
"914","Leptonycteris curasoae","Betacoronavirus",0,5.63508278936741e-27
"915","Leptonycteris nivalis","Betacoronavirus",0,3.74806250728341e-27
"903","Histiotus velatus","Betacoronavirus",0,3.03313326869257e-27
"1006","Saccolaimus flaviventris","Betacoronavirus",0,2.34632349113936e-27
"902","Histiotus montanus","Betacoronavirus",0,2.20250500296359e-27
"1020","Tylonycteris robustula","Betacoronavirus",0,1.64034975550161e-27
"1007","Saccolaimus saccolaimus","Betacoronavirus",0,1.445921302925e-27
"180","Ptenochirus jagori","Betacoronavirus",1,2.24849742962075e-47
"920","Macroglossus minimus","Betacoronavirus",0,2.14644702789994e-47
"905","Lasionycteris noctivagans","Betacoronavirus",0,1.46018216259592e-47
"161","Ia io","Betacoronavirus",1,1.44815476147839e-47
"137","Aselliscus stoliczkanus","Betacoronavirus",1,1.30833461735046e-47
"922","Mesophylla macconnelli","Betacoronavirus",0,1.15273462445318e-47
"162","Megaerops niphanae","Betacoronavirus",1,1.12402656411474e-47
"916","Lichonycteris obscura","Betacoronavirus",0,9.57375697331527e-48
"1005","Rhynchonycteris naso","Betacoronavirus",0,9.46364076139571e-48
"144","Dyacopterus spadiceus","Betacoronavirus",1,9.21776871991563e-48
"885","Falsistrellus mackenziei","Betacoronavirus",0,8.34365025241536e-48
"977","Philetor brachypterus","Betacoronavirus",0,6.96264985842951e-48
"930","Molossops neglectus","Betacoronavirus",0,6.21417053331185e-48
"195","Rhinonicteris aurantia","Betacoronavirus",1,5.48240274716951e-48
"924","Mimon crenulatum","Betacoronavirus",0,5.17072712514707e-48
"872","Diclidurus albus","Betacoronavirus",0,4.8804455654889e-48
"881","Euderma maculatum","Betacoronavirus",0,4.73285641147235e-48
"975","Nycticeius humeralis","Betacoronavirus",0,4.18845481117877e-48
"867","Corynorhinus townsendii","Betacoronavirus",0,3.78601358983099e-48
"886","Glauconycteris argentata","Betacoronavirus",0,3.55213943191107e-48
"918","Lonchorhina aurita","Betacoronavirus",0,1.90552512362177e-48
"923","Micronycteris megalotis","Betacoronavirus",0,1.76971084211426e-48
"921","Macrotus californicus","Betacoronavirus",0,1.63587570948696e-48
"866","Chrotopterus auritus","Betacoronavirus",0,1.28800128816101e-48
"917","Lonchophylla robusta","Betacoronavirus",0,5.49471257005102e-49
"1022","Vampyrodes caraccioli","Betacoronavirus",0,2.56768475658875e-49
"1015","Syconycteris australis","Betacoronavirus",0,1.80538730211489e-49
"860","Cardioderma cor","Betacoronavirus",0,1.1177528243925e-49
"966","Mystacina tuberculata","Betacoronavirus",0,1.01077774140097e-49
"919","Lophostoma silvicolum","Betacoronavirus",0,1.00696982408152e-49
"936","Myonycteris torquata","Betacoronavirus",0,8.48237136962554e-50
"854","Antrozous pallidus","Betacoronavirus",0,2.9617903066515e-50
"873","Diphylla ecaudata","Betacoronavirus",0,1.31491507402955e-50
"871","Diaemus youngi","Betacoronavirus",0,1.15902851073436e-50
