"","host","virus","presence","suitability"
"2732","Eonycteris robusta","Betacoronavirus",0,6.19450108822538e+108
"2845","Hipposideros lankadiva","Betacoronavirus",0,4.41003496022996e+108
"3006","Miniopterus majori","Betacoronavirus",0,3.10030290693424e+108
"3004","Miniopterus macrocneme","Betacoronavirus",0,2.80182168831142e+108
"2995","Mimon cozumelae","Betacoronavirus",0,1.0617208989529e+108
"2992","Micropteropus intermedius","Betacoronavirus",0,7.54024964116002e+107
"2993","Mimetillus moloneyi","Betacoronavirus",0,6.98317315543329e+107
"2588","Anoura geoffroyi","Betacoronavirus",0,5.63545818132403e+107
"2589","Anoura latidens","Betacoronavirus",0,2.68792562281492e+107
"3005","Miniopterus magnater","Betacoronavirus",0,1.48354523326836e+107
"2999","Miniopterus australis","Betacoronavirus",0,1.13158462862059e+107
"149","Epomophorus labiatus","Betacoronavirus",1,1.0170486420101e+107
"2847","Hipposideros lekaguli","Betacoronavirus",0,2.62536013949554e+106
"197","Rousettus aegyptiacus","Betacoronavirus",1,2.52857069883971e+106
"151","Eptesicus nilssonii","Betacoronavirus",1,2.27635593639794e+106
"2844","Hipposideros lamottei","Betacoronavirus",0,1.08460081426928e+105
"3129","Myotis laniger","Betacoronavirus",0,9.83979977736913e+104
"3130","Myotis leibii","Betacoronavirus",0,5.3795054072109e+104
"3111","Myotis evotis","Betacoronavirus",0,1.34683735613032e+104
"3114","Myotis formosus","Betacoronavirus",0,6.41686440425716e+103
"3022","Molossus coibensis","Betacoronavirus",0,5.43800976631068e+103
"165","Miniopterus schreibersii","Betacoronavirus",1,3.50510932252708e+103
"3162","Myotis ruber","Betacoronavirus",0,2.40361706487523e+103
"3160","Myotis riparius","Betacoronavirus",0,1.94347996137724e+103
"2736","Epomophorus minimus","Betacoronavirus",0,1.75266870358645e+102
"2941","Lasiurus varius","Betacoronavirus",0,1.6196187259964e+102
"3493","Rhynchonycteris naso","Betacoronavirus",0,8.19803734783775e+101
"2737","Epomophorus minor","Betacoronavirus",0,2.93799979711523e+101
"3196","Neoromicia nanus","Betacoronavirus",0,2.34499218496225e+101
"3491","Rhogeessa parvula","Betacoronavirus",0,1.93040286554483e+101
"198","Rousettus amplexicaudatus","Betacoronavirus",1,9.70289269963531e+100
"3490","Rhogeessa mira","Betacoronavirus",0,8.93532971011448e+100
"2848","Hipposideros lylei","Betacoronavirus",0,2.06923222568512e+100
"2759","Eptesicus pachyotis","Betacoronavirus",0,1.65057048066585e+100
"202","Triaenops persicus","Betacoronavirus",1,1.38479509383292e+100
"3488","Rhogeessa io","Betacoronavirus",0,1.00064047830789e+100
"3494","Rousettus bidens","Betacoronavirus",0,8.02335698206981e+99
"3487","Rhogeessa hussoni","Betacoronavirus",0,3.35012086407833e+99
"3492","Rhogeessa tumida","Betacoronavirus",0,1.0171165990308e+99
"3012","Miniopterus pusillus","Betacoronavirus",0,9.08400020804708e+98
"3489","Rhogeessa minutilla","Betacoronavirus",0,6.64969217005853e+98
"199","Scotophilus dinganii","Betacoronavirus",1,5.40192749577132e+98
"200","Scotophilus leucogaster","Betacoronavirus",1,1.08245618870033e+98
"3526","Scotophilus nigrita","Betacoronavirus",0,8.02425771193817e+97
"2586","Anoura caudifer","Betacoronavirus",0,7.17908329148634e+97
"3525","Scotophilus kuhlii","Betacoronavirus",0,5.69198968704513e+97
"2623","Barbastella barbastellus","Betacoronavirus",0,5.47840771836697e+97
"3197","Neoromicia rendalli","Betacoronavirus",0,4.77746629254404e+97
"3527","Scotophilus nucella","Betacoronavirus",0,4.17719692285214e+97
"2618","Aselliscus tricuspidatus","Betacoronavirus",0,3.21374091238724e+97
"2587","Anoura cultrata","Betacoronavirus",0,1.1311643820908e+97
"3497","Rousettus linduensis","Betacoronavirus",0,7.85466358875318e+96
"3000","Miniopterus fraterculus","Betacoronavirus",0,7.76930084364441e+96
"3018","Molossops neglectus","Betacoronavirus",0,7.59252729543452e+96
"3014","Miniopterus shortridgei","Betacoronavirus",0,6.43112585956393e+96
"154","Hipposideros armiger","Betacoronavirus",1,4.73039912958688e+96
"3499","Rousettus obliviosus","Betacoronavirus",0,4.47719378802181e+96
"3528","Scotophilus nux","Betacoronavirus",0,3.18993001093261e+96
"140","Cynopterus brachyotis","Betacoronavirus",1,3.18464341940067e+96
"3523","Scotophilus collinus","Betacoronavirus",0,2.22403925883307e+96
"3522","Scotophilus celebensis","Betacoronavirus",0,2.12268091098249e+96
"2692","Cynomops paranus","Betacoronavirus",0,7.58810425069023e+95
"2689","Cynomops abrasus","Betacoronavirus",0,6.03319472819432e+95
"141","Cynopterus horsfieldii","Betacoronavirus",1,4.52299491131448e+95
"3496","Rousettus lanosus","Betacoronavirus",0,2.68945708757049e+95
"2695","Cynopterus minutus","Betacoronavirus",0,2.51228768623777e+95
"2693","Cynomops planirostris","Betacoronavirus",0,2.10802128383831e+95
"2691","Cynomops mexicanus","Betacoronavirus",0,1.51893721521351e+95
"3501","Saccolaimus flaviventris","Betacoronavirus",0,9.21779871234531e+94
"3019","Molossops temminckii","Betacoronavirus",0,7.11405810469092e+94
"2699","Desmodus rotundus","Betacoronavirus",0,4.73288577591362e+94
"3017","Molossops mattogrossensis","Betacoronavirus",0,3.6258026244773e+94
"3015","Miniopterus tristis","Betacoronavirus",0,3.56686457074168e+94
"2688","Craseonycteris thonglongyai","Betacoronavirus",0,3.2939422041591e+94
"3013","Miniopterus robustior","Betacoronavirus",0,2.55297072916612e+94
"142","Cynopterus sphinx","Betacoronavirus",1,2.5074468440284e+94
"172","Nyctalus noctula","Betacoronavirus",1,2.37790410322484e+94
"3543","Sturnira lilium","Betacoronavirus",0,2.29830351468619e+94
"3016","Molossops aequatorianus","Betacoronavirus",0,2.11662121012724e+94
"3559","Tadarida brasiliensis","Betacoronavirus",0,1.53567198708922e+94
"2696","Cynopterus nusatenggara","Betacoronavirus",0,1.37207292730367e+94
"3214","Nycteris gambiensis","Betacoronavirus",0,1.02489352464543e+94
"3500","Rousettus spinalatus","Betacoronavirus",0,8.8182661353919e+93
"2690","Cynomops greenhalli","Betacoronavirus",0,5.86526981480285e+93
"3315","Pipistrellus subflavus","Betacoronavirus",0,5.53819053119113e+93
"3530","Scotophilus viridis","Betacoronavirus",0,2.30199365833515e+93
"2697","Cynopterus titthaecheilus","Betacoronavirus",0,1.70913768651493e+93
"3529","Scotophilus robustus","Betacoronavirus",0,9.19615615667418e+92
"3590","Triaenops rufus","Betacoronavirus",0,7.98282598604332e+92
"2700","Diaemus youngi","Betacoronavirus",0,4.207445713236e+92
"3589","Triaenops furculus","Betacoronavirus",0,3.78581495215554e+92
"3213","Nycteris aurita","Betacoronavirus",0,2.38997047363519e+92
"2687","Corynorhinus townsendii","Betacoronavirus",0,2.14469310109355e+92
"3498","Rousettus madagascariensis","Betacoronavirus",0,1.85299376717689e+92
"2613","Artibeus jamaicensis","Betacoronavirus",0,1.6578425078363e+92
"3207","Nyctalus furvus","Betacoronavirus",0,8.63593279324e+91
"3211","Nyctalus plancyi","Betacoronavirus",0,6.04949026549814e+91
"3208","Nyctalus lasiopterus","Betacoronavirus",0,4.12920736689564e+91
"3576","Taphozous melanopogon","Betacoronavirus",0,3.82411114795e+91
"2812","Hesperoptenus tomesi","Betacoronavirus",0,3.28808904890174e+91
"2698","Cyttarops alecto","Betacoronavirus",0,2.38761592104822e+91
"3319","Platalina genovensium","Betacoronavirus",0,2.08091409427724e+91
"3206","Nyctalus azoreum","Betacoronavirus",0,1.91103518301539e+91
"2750","Eptesicus fuscus","Betacoronavirus",0,1.24471149724255e+91
"2619","Balantiopteryx infusca","Betacoronavirus",0,1.0455992253e+91
"3524","Scotophilus heathii","Betacoronavirus",0,1.0455992253e+91
"3215","Nycteris grandis","Betacoronavirus",0,1.03933852477585e+91
"3212","Nycteris arge","Betacoronavirus",0,3.96180838184694e+90
"3026","Molossus rufus","Betacoronavirus",0,1.51683183875626e+90
"2799","Glossophaga soricina","Betacoronavirus",0,1.32431162984144e+90
"3539","Sturnira aratathomasi","Betacoronavirus",0,1.15263985811476e+90
"3542","Sturnira erythromos","Betacoronavirus",0,1.14399711659469e+90
"3548","Sturnira mordax","Betacoronavirus",0,1.14114152492285e+90
"2814","Hipposideros ater","Betacoronavirus",0,1.13797416665512e+90
"3540","Sturnira bidens","Betacoronavirus",0,1.03958923485868e+90
"3544","Sturnira ludovici","Betacoronavirus",0,1.01194043681126e+90
"3378","Pteropus lylei","Betacoronavirus",0,1.00714629574914e+90
"178","Pipistrellus pipistrellus","Betacoronavirus",1,9.1885398428901e+89
"2813","Hipposideros abae","Betacoronavirus",0,8.8314070506422e+89
"3552","Sturnira tildae","Betacoronavirus",0,8.14646561855754e+89
"2807","Harpyionycteris whiteheadi","Betacoronavirus",0,7.92369104277429e+89
"201","Taphozous perforatus","Betacoronavirus",1,7.41896784534572e+89
"2809","Hesperoptenus doriae","Betacoronavirus",0,7.24189041548703e+89
"2607","Artibeus fraterculus","Betacoronavirus",0,4.7839000563489e+89
"3366","Pteropus fundatus","Betacoronavirus",0,4.67129076822042e+89
"171","Neoromicia capensis","Betacoronavirus",1,4.02997603184719e+89
"3161","Myotis rosseti","Betacoronavirus",0,4.02997603184719e+89
"3382","Pteropus melanopogon","Betacoronavirus",0,3.60919081111739e+89
"2686","Corynorhinus rafinesquii","Betacoronavirus",0,2.92714176077429e+89
"2808","Hesperoptenus blanfordi","Betacoronavirus",0,2.89677205036419e+89
"3565","Tadarida teniotis","Betacoronavirus",0,2.66660777038327e+89
"3557","Tadarida aegyptiaca","Betacoronavirus",0,2.62832362216257e+89
"3188","Natalus tumidirostris","Betacoronavirus",0,2.4418926247328e+89
"3566","Tadarida ventralis","Betacoronavirus",0,1.8486695555794e+89
"3126","Myotis insularum","Betacoronavirus",0,1.51189379886236e+89
"3374","Pteropus leucopterus","Betacoronavirus",0,1.48424548713293e+89
"3120","Myotis hajastanicus","Betacoronavirus",0,1.44365745027958e+89
"3323","Platyrrhinus chocoensis","Betacoronavirus",0,1.414232635871e+89
"2694","Cynopterus luzoniensis","Betacoronavirus",0,1.18014418487648e+89
"3551","Sturnira thomasi","Betacoronavirus",0,1.1478732282992e+89
"3318","Pipistrellus westralis","Betacoronavirus",0,1.11503054315706e+89
"3558","Tadarida australis","Betacoronavirus",0,1.09271926389988e+89
"2810","Hesperoptenus gaskelli","Betacoronavirus",0,8.25723848879788e+88
"3560","Tadarida fulminans","Betacoronavirus",0,6.60712196649363e+88
"3550","Sturnira oporaphilum","Betacoronavirus",0,5.99932158375354e+88
"136","Artibeus phaeotis","Betacoronavirus",1,5.82784812865885e+88
"3461","Rhinolophus ruwenzorii","Betacoronavirus",0,5.82784812865885e+88
"3132","Myotis longipes","Betacoronavirus",0,5.59804695525507e+88
"2650","Chaerephon pumilus","Betacoronavirus",0,4.22205293585108e+88
"3563","Tadarida latouchei","Betacoronavirus",0,4.13573716755848e+88
"2811","Hesperoptenus tickelli","Betacoronavirus",0,2.97709274213065e+88
"3112","Myotis fimbriatus","Betacoronavirus",0,2.97333751919263e+88
"3145","Myotis nattereri","Betacoronavirus",0,2.97333751919263e+88
"3173","Myotis velifer","Betacoronavirus",0,2.97333751919263e+88
"2614","Artibeus toltecus","Betacoronavirus",0,2.82248407243671e+88
"3321","Platyrrhinus aurarius","Betacoronavirus",0,2.58994011289113e+88
"167","Myotis dasycneme","Betacoronavirus",1,2.46398857604436e+88
"2620","Balantiopteryx io","Betacoronavirus",0,2.46398857604436e+88
"3139","Myotis moluccarum","Betacoronavirus",0,2.46398857604436e+88
"3167","Myotis siligorensis","Betacoronavirus",0,2.46398857604436e+88
"3432","Rhinolophus eloquens","Betacoronavirus",0,2.12490065315034e+88
"3458","Rhinolophus robinsoni","Betacoronavirus",0,2.12490065315034e+88
"3190","Neopteryx frosti","Betacoronavirus",0,1.98274021354302e+88
"3157","Myotis pruinosus","Betacoronavirus",0,1.83080884227405e+88
"3187","Natalus stramineus","Betacoronavirus",0,1.83080884227405e+88
"3106","Myotis cobanensis","Betacoronavirus",0,1.58384828843353e+88
"3136","Myotis macrotarsus","Betacoronavirus",0,1.58384828843353e+88
"3165","Myotis septentrionalis","Betacoronavirus",0,1.58384828843353e+88
"3194","Neoromicia helios","Betacoronavirus",0,1.58384828843353e+88
"3465","Rhinolophus shortridgei","Betacoronavirus",0,1.5704758129573e+88
"3121","Myotis hasseltii","Betacoronavirus",0,1.48728501766501e+88
"3314","Pipistrellus sturdeei","Betacoronavirus",0,1.35973615569842e+88
"179","Pipistrellus pygmaeus","Betacoronavirus",1,1.34296910185354e+88
"166","Mops condylurus","Betacoronavirus",1,1.25857719701396e+88
"3328","Platyrrhinus recifinus","Betacoronavirus",0,1.23110168292867e+88
"3186","Natalus primus","Betacoronavirus",0,1.1598988285718e+88
"3324","Platyrrhinus dorsalis","Betacoronavirus",0,1.12680510765887e+88
"2612","Artibeus inopinatus","Betacoronavirus",0,9.95610739645419e+87
"3317","Pipistrellus wattsi","Betacoronavirus",0,9.95610739645419e+87
"2706","Dobsonia anderseni","Betacoronavirus",0,9.05688622772213e+87
"137","Aselliscus stoliczkanus","Betacoronavirus",1,9.03473247989017e+87
"3437","Rhinolophus hildebrandtii","Betacoronavirus",0,9.03473247989017e+87
"3464","Rhinolophus shameli","Betacoronavirus",0,9.03473247989017e+87
"3439","Rhinolophus hillorum","Betacoronavirus",0,8.45435581971043e+87
"3467","Rhinolophus silvestris","Betacoronavirus",0,8.45435581971043e+87
"177","Pipistrellus nathusii","Betacoronavirus",1,8.02061213343113e+87
"3541","Sturnira bogotensis","Betacoronavirus",0,6.33239039081693e+87
"170","Myotis ricketti","Betacoronavirus",1,5.84962204115602e+87
"3131","Myotis levis","Betacoronavirus",0,5.84962204115602e+87
"3189","Neonycteris pusilla","Betacoronavirus",0,5.84962204115602e+87
"3326","Platyrrhinus infuscus","Betacoronavirus",0,5.84800448957869e+87
"3307","Pipistrellus nanulus","Betacoronavirus",0,5.83835992864323e+87
"3164","Myotis scotti","Betacoronavirus",0,5.83290562179187e+87
"3115","Myotis fortidens","Betacoronavirus",0,5.74150949728989e+87
"3147","Myotis nigricans","Betacoronavirus",0,5.74150949728989e+87
"3175","Myotis volans","Betacoronavirus",0,5.74150949728989e+87
"3113","Myotis findleyi","Betacoronavirus",0,5.60063312867687e+87
"3325","Platyrrhinus helleri","Betacoronavirus",0,5.2024729479794e+87
"3561","Tadarida insignis","Betacoronavirus",0,4.54625574998999e+87
"3320","Platymops setiger","Betacoronavirus",0,4.1661494744129e+87
"3327","Platyrrhinus lineatus","Betacoronavirus",0,3.93339034501334e+87
"193","Rhinolophus rex","Betacoronavirus",1,3.63181158805202e+87
"3431","Rhinolophus denti","Betacoronavirus",0,3.63181158805202e+87
"181","Pteronotus davyi","Betacoronavirus",1,3.52995940805082e+87
"3545","Sturnira luisi","Betacoronavirus",0,3.42967399211612e+87
"3413","Pteropus woodfordi","Betacoronavirus",0,3.24577129842132e+87
"3309","Pipistrellus paterculus","Betacoronavirus",0,3.21668339768061e+87
"2948","Lichonycteris obscura","Betacoronavirus",0,3.20372287739205e+87
"3562","Tadarida kuboriensis","Betacoronavirus",0,3.12529415261231e+87
"2942","Lasiurus xanthinus","Betacoronavirus",0,3.10536115171203e+87
"139","Chaerephon plicatus","Betacoronavirus",1,2.77897820978602e+87
"3103","Myotis chiloensis","Betacoronavirus",0,2.28380625567403e+87
"3134","Myotis macrodactylus","Betacoronavirus",0,2.28380625567403e+87
"3163","Myotis schaubi","Betacoronavirus",0,2.28380625567403e+87
"3192","Neoromicia flavescens","Betacoronavirus",0,2.28380625567403e+87
"3105","Myotis ciliolabrum","Betacoronavirus",0,2.10730416513011e+87
"3135","Myotis macropus","Betacoronavirus",0,2.10730416513011e+87
"3193","Neoromicia guineensis","Betacoronavirus",0,2.10730416513011e+87
"2609","Artibeus gnomus","Betacoronavirus",0,2.10587391657041e+87
"3128","Myotis keenii","Betacoronavirus",0,2.10587391657041e+87
"3156","Myotis planiceps","Betacoronavirus",0,2.10587391657041e+87
"3185","Natalus major","Betacoronavirus",0,2.10587391657041e+87
"2705","Diphylla ecaudata","Betacoronavirus",0,1.80918714094502e+87
"2615","Artibeus watsoni","Betacoronavirus",0,1.67990009229953e+87
"3434","Rhinolophus formosae","Betacoronavirus",0,1.67990009229953e+87
"3462","Rhinolophus sakejiensis","Betacoronavirus",0,1.67990009229953e+87
"3433","Rhinolophus euryotis","Betacoronavirus",0,1.60890809217784e+87
"3460","Rhinolophus rufus","Betacoronavirus",0,1.60890809217784e+87
"3329","Platyrrhinus umbratus","Betacoronavirus",0,1.5640899888396e+87
"3365","Pteropus faunulus","Betacoronavirus",0,1.52585719823001e+87
"3394","Pteropus poliocephalus","Betacoronavirus",0,1.52585719823001e+87
"3421","Rhinolophus bocharicus","Betacoronavirus",0,1.52585719823001e+87
"3306","Pipistrellus minahassae","Betacoronavirus",0,1.50134419413533e+87
"3151","Myotis oxygnathus","Betacoronavirus",0,1.38171551633748e+87
"3546","Sturnira magna","Betacoronavirus",0,1.34209187672653e+87
"2945","Leptonycteris curasoae","Betacoronavirus",0,1.32580280352394e+87
"3133","Myotis lucifugus","Betacoronavirus",0,1.31685935095013e+87
"3158","Myotis punicus","Betacoronavirus",0,1.18250556407534e+87
"3588","Triaenops auritus","Betacoronavirus",0,1.05017191478691e+87
"3446","Rhinolophus maclaudi","Betacoronavirus",0,8.6758576466893e+86
"3473","Rhinolophus trifoliatus","Betacoronavirus",0,8.6758576466893e+86
"3182","Myzopoda aurita","Betacoronavirus",0,8.61406251739214e+86
"168","Myotis daubentonii","Betacoronavirus",1,8.5657898462024e+86
"3140","Myotis montivagus","Betacoronavirus",0,8.5657898462024e+86
"3168","Myotis simus","Betacoronavirus",0,8.5657898462024e+86
"3116","Myotis frater","Betacoronavirus",0,8.4504876245665e+86
"3209","Nyctalus leisleri","Betacoronavirus",0,8.445025199853e+86
"3316","Pipistrellus tenuis","Betacoronavirus",0,8.28131559543176e+86
"3146","Myotis nesopolus","Betacoronavirus",0,7.6845103790522e+86
"3174","Myotis vivesi","Betacoronavirus",0,7.6845103790522e+86
"3311","Pipistrellus rueppellii","Betacoronavirus",0,7.15942735382131e+86
"3435","Rhinolophus fumigatus","Betacoronavirus",0,6.43295070769136e+86
"2749","Eptesicus furinalis","Betacoronavirus",0,6.18141067949188e+86
"3442","Rhinolophus keyensis","Betacoronavirus",0,5.77524816683081e+86
"184","Pteropus giganteus","Betacoronavirus",1,5.10518794753439e+86
"3395","Pteropus pselaphon","Betacoronavirus",0,5.10518794753439e+86
"3422","Rhinolophus borneensis","Betacoronavirus",0,5.10518794753439e+86
"2939","Lasiurus salinae","Betacoronavirus",0,4.9622777252911e+86
"2806","Harpyionycteris celebensis","Betacoronavirus",0,4.95970923163246e+86
"3148","Myotis nipalensis","Betacoronavirus",0,4.61724282024134e+86
"190","Rhinolophus hipposideros","Betacoronavirus",1,4.51717183997158e+86
"3468","Rhinolophus simulator","Betacoronavirus",0,4.51717183997158e+86
"3177","Myotis yanbarensis","Betacoronavirus",0,4.44378173132707e+86
"3159","Myotis ridleyi","Betacoronavirus",0,4.40862405549796e+86
"3444","Rhinolophus lepidus","Betacoronavirus",0,4.36376734157723e+86
"3578","Taphozous theobaldi","Betacoronavirus",0,4.34907784112317e+86
"3459","Rhinolophus rouxii","Betacoronavirus",0,4.21902719126141e+86
"2933","Lasiurus ega","Betacoronavirus",0,3.81838617722149e+86
"2604","Artibeus cinereus","Betacoronavirus",0,3.6608215764966e+86
"3036","Mops nanulus","Betacoronavirus",0,3.6608215764966e+86
"187","Rhinolophus clivosus","Betacoronavirus",1,3.33026304210505e+86
"3451","Rhinolophus megaphyllus","Betacoronavirus",0,3.26928917892257e+86
"3472","Rhinolophus swinnyi","Betacoronavirus",0,2.96153880382491e+86
"3122","Myotis hermani","Betacoronavirus",0,2.84634006988658e+86
"3180","Mystacina robusta","Betacoronavirus",0,2.84634006988658e+86
"3383","Pteropus melanotus","Betacoronavirus",0,2.70340924225205e+86
"3409","Pteropus ualanus","Betacoronavirus",0,2.70340924225205e+86
"3450","Rhinolophus marshalli","Betacoronavirus",0,2.46943760137448e+86
"194","Rhinolophus thomasi","Betacoronavirus",1,2.24239411278057e+86
"2617","Asellia tridens","Betacoronavirus",0,2.16655919390351e+86
"3436","Rhinolophus guineensis","Betacoronavirus",0,2.16655919390351e+86
"3463","Rhinolophus sedulus","Betacoronavirus",0,2.16655919390351e+86
"192","Rhinolophus monoceros","Betacoronavirus",1,2.11791834682979e+86
"3388","Pteropus ocularis","Betacoronavirus",0,1.96314387204813e+86
"3415","Pygoderma bilabiatum","Betacoronavirus",0,1.96314387204813e+86
"2616","Asellia patrizii","Betacoronavirus",0,1.80107980854212e+86
"2797","Glossophaga longirostris","Betacoronavirus",0,1.79637910385488e+86
"3577","Taphozous nudiventris","Betacoronavirus",0,1.67147812943126e+86
"2946","Leptonycteris nivalis","Betacoronavirus",0,1.62232674578755e+86
"191","Rhinolophus mehelyi","Betacoronavirus",1,1.4651134085828e+86
"3123","Myotis horsfieldii","Betacoronavirus",0,1.44596793918483e+86
"3152","Myotis oxyotus","Betacoronavirus",0,1.44596793918483e+86
"3181","Mystacina tuberculata","Betacoronavirus",0,1.44596793918483e+86
"135","Artibeus obscurus","Betacoronavirus",1,1.38785740287167e+86
"2788","Glauconycteris kenyacola","Betacoronavirus",0,1.26775217916028e+86
"3031","Mops congicus","Betacoronavirus",0,1.18307041573121e+86
"3035","Mops mops","Betacoronavirus",0,1.14344406357643e+86
"2940","Lasiurus seminolus","Betacoronavirus",0,1.08571822434335e+86
"3549","Sturnira nana","Betacoronavirus",0,1.06735731621939e+86
"3384","Pteropus molossinus","Betacoronavirus",0,1.06314811170533e+86
"3410","Pteropus vampyrus","Betacoronavirus",0,1.06314811170533e+86
"3124","Myotis hosonoi","Betacoronavirus",0,1.01387213162039e+86
"3153","Myotis ozensis","Betacoronavirus",0,1.01387213162039e+86
"3363","Pteropus conspicillatus","Betacoronavirus",0,8.19325957557889e+85
"3357","Pteropus banakrisi","Betacoronavirus",0,8.10416977304859e+85
"2860","Hipposideros pomona","Betacoronavirus",0,8.02917386938917e+85
"2887","Hypsugo ariel","Betacoronavirus",0,8.02917386938917e+85
"3358","Pteropus brunneus","Betacoronavirus",0,8.00273952305196e+85
